,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
860,47739317.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2021/01/conductor-herido-huyo-entre-matorrales-tras-accidente-en-futrono,Conductor herido huyó entre matorrales tras accidente en Futrono - Diario Futrono,"Un hombre que protagonizó un accidente en las cercanías del balneario de Coique, en la comuna de Futrono, huyó del lugar y testigos aseguran que lo hizo con evidentes heridas en su cabeza y brazo. El hecho se registró alrededor de las 19 horas, cuando el automóvil marca Yaris, patente US3778, se salió del camino e impactó con una barrera, en una zona de curvas ubicada en el sector de Imahue. Producto del golpe resultaron lesionados el conductor y su copiloto, siendo este último trasladado en ambulancia hasta el Cesfam de Futrono, informó Carabineros de Futrono. Sin embargo vecinos de sector y testigos del accidente, señalaron a Diario Futrono que el conductor, quien presentaba un profuso sangrado y cortes en la cabeza y brazo, se fue del lugar antes que llegaran las unidades de emergencia y se internó en un bosque. Hasta las 21 horas no había noticias del sujeto, y de su estado de salud, quien al parecer registra residencia en la comuna de Paillaco. Vecinos aseguraron a Diario Futrono que los ocupantes del auto se encontraban en evidente estado de ebriedad. Bomberos de Futrono, al mando del comandante Erwin Lobos, remolcaron el auto averiado hasta una zona segura para que Carabineros pudiera restablecer el flujo vehicular.",2021-01-03,accidente,0,0,1,0,0,0,1,0,0,0,0,0,NEU,0.9793975949287416,"['accidente', 'conductor', 'automóvil', 'lesionados']"
509,47740782.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/actualidad/2020/05/conductor-sobrevive-a-accidente-vehicular-en-dollinco,Conductor sobrevive a accidente vehicular en Dollinco - Diario Futrono,"Este marte se produjo un segundo accidente vehicular camino a Futrono, más especificamente, en el sector de Dollinco. El desafortunado episodio correspondió a un vehículo que chocó contra la barrera de contención del camino. Tras el accidente, una persona proveniente de Santiago, quedó atrapada en su interior. Al lugar concurrieron rápidamente unidad de rescate y la Segunda Compañía de Bomberos, ambas de Futrono, quienes lograron rescatar al conductor del vehículo. Éste quedó con lesiones leves producto del choque, para posteriormente ser trasladado en ambulancia al Cesfam de Futrono.",2020-05-14,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9865474700927734,"['accidente', 'choque', 'conductor', 'vehículo']"
1036,47375650.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-de-camioneta-murio-tras-accidente-donde-se-desprendio-un-carro-de-arrastre-en-los-lagos/,Conductor de camioneta murió tras accidente donde se desprendió un carro de arrastre en Los Lagos,"Un conductor de una camioneta falleció, al verse involucrado en un accidente vehicular en el que habría incidido un carro de arrastre, en la comuna de Los Lagos. De acuerdo a lo informado por Carabineros, el hecho ocurrió a eso de las 23:30 horas de la noche de este martes, a la altura del kilómetro 832 de la Ruta 5 Sur, en sentido norte-sur, en la comuna de Los Lagos, involucrando a tres vehículos. Según comunicó la policía, en dicho lugar ocurrió el fatal accidente donde un camión esquivó un carro de arrastre que se desprendió de un vehículo, colisionando en la maniobra a una camioneta que volcó debido al impacto, lo que provocó el fallecimiento de su conductor. El Ministerio Público instruyó la concurrencia de la Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros para aclarar las circunstancias del accidente y de personal del Servicio Médico Legal, para el traslado del cuerpo y la realización de la autopsia de rigor. La Fiscalía formalizará esta tarde al conductor del vehículo que llevaba el carro de arrastre que se soltó en la ruta, debido a que no contaba con los permisos vigentes para circular con dicho carro.",2021-05-19,accidente,0,1,0,0,0,0,0,0,0,0,0,0,NEG,0.8991441130638123,"['accidente', 'conductor', 'vehículo', 'fatal']"
508,47707723.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/05/conductor-sobrevive-a-accidente-vehicular-en-dollinco,Conductor sobrevive a accidente vehicular en Dollinco - Diario Laguino,"Este marte se produjo un segundo accidente vehicular camino a Futrono, más especificamente, en el sector de Dollinco. El desafortunado episodio correspondió a un vehículo que chocó contra la barrera de contención del camino. Tras el accidente, una persona proveniente de Santiago, quedó atrapada en su interior. Al lugar concurrieron rápidamente unidad de rescate y la Segunda Compañía de Bomberos, ambas de Futrono, quienes lograron rescatar al conductor del vehículo. Éste quedó con lesiones leves producto del choque, para posteriormente ser trasladado en ambulancia al Cesfam de Futrono.",2020-05-14,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9340596795082092,"['accidente', 'choque', 'conductor', 'vehículo']"
862,47700133.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2021/01/reportan-accidente-en-la-salida-sur-de-valdivia,Reportan accidente en la salida sur de Valdivia - Diario de Valdivia,"16.00.- Dos vehículos se vieron involucrados en un accidente de tránsito ocurrido en la ruta T-206 que une las comunas de Valdivia y Paillaco, a la altura del puente Santo Domingo. Según informes preliminares, habría al menos una persona lesionada.",2021-01-24,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.5935148596763611,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2414,49479073.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2022/12/26/motociclista-de-17-anos-fallecio-tras-colisionar-violentamente-contra-camioneta-en-avenida-picarte-de-valdivia/,Motociclista de 17 años falleció tras colisionar violentamente contra camioneta en avenida Picarte de Valdivia,"Carabineros de la SIAT investiga la colisión entre una motocicleta y una camioneta, ocurrida esta madrugada de este lunes en la esquina de las avenidas Picarte con Francia de Valdivia. A consecuencia del accidente, en el lugar perdió la vida el motociclista identificado como Miguel Retamal Valenzuela, de 17 años de edad. De acuerdo a antecedentes preliminares, la colisión ocurrió a las 1:15 horas, cuando la camioneta se dirigía desde avenida Francia hacia Picarte, y la moto transitaba desde avenida General Mackenna en dirección a Francia. El conductor del vehículo mayor, fue identificado con las iniciales M.I.T.R. (25) pasará a control de detención por cuasidelito de homicidio. En el lugar de la colisión, Carabineros de la Tenencia Los Jazmines realizaron las primeras diligencias, desvíos de tránsito y aislaron el sitio del suceso para el desarrollo del trabajo investigativo.",2022-12-26,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEU,0.6636348962783813,"['accidente', 'colisión', 'conductor', 'vehículo']"
991,47736986.0,chile,diariolaunion,https://www.diariolaunion.cl/noticia/emergencias/2021/04/ambulancia-choco-con-camion-volcado-a-la-altura-de-la-union-un-herido-grave,Ambulancia chocó con camión volcado a la altura de La Unión: un herido grave - Diario De La Unión,"Una ambulancia del Servicio de Salud de la Araucanía chocó con un camión que se encontraba volcado en medio de la Ruta 5 Sur, muy cerca del peaje de Choroico, comuna de La Unión. Según pudo establecer Diario La Unión, el accidente ocurrió pasadas las 4 de la madrugada de este domingo, en el sector Tronlico, a unos 2 kilómetros al norte del peaje, en la pista dirección de sur a norte, e involucró a una ambulancia que regresaba de dejar un paciente covid-19 en la ciudad de Puerto Montt. El vehículo perteneciente al Servicio de Salud de la Araucanía, y donde se trasladaban 4 funcionarios, chocó con un camión que minutos antes quedó semi volcado en medio del camino. Producto del impacto se reportaron 6 lesionados, 2 ocupantes del camión (un hombre y una mujer) y los otros 4 personal de salud que viajaba en la ambulancia. Uno de los pasajeros del camión se encontraría en estado grave, mientras que los ocupantes de la ambulancia resultaron policontusos y fueron dados de alta. Ya se encontrarían en su región de origen. El camión salió anoche de Los Ángeles y transportaba maíz con dirección a Osorno. Los heridos fueron trasladados a los hospitales de Paillaco, La Unión y Río Bueno, tras ser auxiliados por bomberos rescatistas de esas 3 comunas, los que debieron hacer uso de sus herramientas especializadas para sacar a los pasajeros del vehículo de carga. El maíz esparcido en la ruta y la neblina serían factores claves en este accidente. Carabineros de la Tenencia de Carreteras informó que el tránsito está suspendido de sur a norte y los vehículos son desviados por la entrada de Rofuco con destino a Los Esteros para retomar la carretera en dirección norte por Itropulli y Paillaco.",2021-04-25,accidente,0,0,0,1,1,0,1,0,0,0,0,0,NEG,0.9521545171737672,"['accidente', 'vehículo', 'heridos', 'lesionados']"
505,49510922.0,chile,lavozdepaillaco,https://www.lavozdepaillaco.cl/una-persona-fallecio-en-accidente-de-transito-registrado-en-la-ruta-a-puerto-nuevo/,Una persona falleció en accidente de tránsito registrado en la ruta a Puerto Nuevo,"El accidente se produjo alrededor de las 13:00 horas de este miércoles, a la altura del Fundo Santa Ester en la ruta que une San Javier con Puerto Nuevo. Según información confirmada por carabineros de la Tercera Comisaría de La Unión, un hombre de 59 años de edad falleció en un nuevo accidente de tránsito en la ruta hacia el sector de Puerto Nuevo. En el accidente, se vieron involucrados dos vehículos, que habrían colisionado frontalmente, en circunstancias que serán debidamente investigadas. Asimismo, cuatro personas resultaron con lesiones de diversa consideración, siendo atendidas por el SAMU y personal de ambulancia básica, los que serían derivados al hospital de La Unión. En el lugar trabajan equipos de la Primera y Segunda Compañías de Bomberos de La Unión, personal SAMU y carabineros del Retén Puerto Nuevo y La Unión. Al respecto, el fiscal jefe de La Unión, Raúl Suárez, instruyó la concurrencia de un equipo especializado de la Sección de Investigación de Accidentes de Tránsito de Carabineros, quienes tendrán como misión establecer las causas precisas de este lamentable accidente; asimismo, el fiscal ordenó el arribo del Servicio Médico Legal. Fuente información noticiaslosrios.cl",2020-05-13,accidente,0,0,0,0,1,0,0,0,0,0,0,0,NEG,0.8997215628623962,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
593,47737306.0,chile,diariolagoranco,https://www.diariolagoranco.cl/noticia/actualidad/2020/07/vehiculo-volcado-en-comuna-de-lago-ranco-deja-2-lesionados,Vehículo volcado en comuna de Lago Ranco deja 2 lesionados - Diario Lago Ranco,"Este lunes se informó sobre un grave accidente de tránsito en el sector Tres Cruces de la comuna de Lago Ranco. Se  trata de un vehículo menor volcado con dos personas en su interior, las cuales habrían resultados con lesiones. El accidente, ocurrido en la ruta entre Lago Ranco y Río Bueno, habría sucedido en la misma curva donde fallecieron otras 2 personas hace cuestión de semanas. ",2020-07-20,accidente,1,0,0,1,0,0,0,0,0,0,0,0,NEG,0.8902300000190735,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1028,47375213.0,chile,rioenlinea,https://www.rioenlinea.cl/siat-investiga-accidente-que-dejo-a-un-conductor-y-a-un-nino-con-lesiones-graves-en-paillaco/,SIAT investiga accidente que dejó a un conductor y a un niño con lesiones graves en Paillaco,"Un accidente vehicular dejó con lesiones graves a un conductor y a un niño, en la comuna de Paillaco. De acuerdo a lo informado por Carabineros, el accidente se registró a las 18:00 horas a la altura del kilómetro 1,6 de la Ruta T-685, donde un camión colisionó con un automóvil. En el vehículo menor se trasladaban el conductor y otras tres personas. El conductor de dicho automóvil y un niño de 4 años de edad, resultaron con lesiones graves. Mientras que, -según informó Carabineros- el chofer del camión resultó con lesiones leves. La policía detalló que -según la versión de testigos-, el accidente vehicular se habría originado cuando el vehículo menor esquivó una rama de árbol que había en la ruta. La Sección de Investigación de Accidentes de Tránsito (SIAT) de Carabineros quedó a cargo de las diligencias para aclarar las circunstancias del hecho. ",2021-05-25,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.8693224787712097,"['accidente', 'conductor', 'automóvil', 'vehículo']"
871,47736007.0,chile,diariolagoranco,https://www.diariolagoranco.cl/noticia/emergencias/2021/01/vehiculo-choco-y-se-incendio-en-sector-rural-de-lago-ranco,Vehículo chocó y se incendió en sector rural de Lago Ranco - Diario Lago Ranco,"A las 13:30 horas del jueves 21 de enero, un automóvil marca Nissan modelo V-16 sufrió un accidente de en la Ruta T-85, Riñinahue-Calcurrupe, comuna de Lago Ranco, impactando a un costado de la vía e incendiándose en el lugar. El vehículo con 3 ocupantes, se dirigía desde el sector de Mallay en dirección a la localidad de Llifén en la comuna de Futrono. Por razones que se investigan, el conductor perdió el control del vehículo, saliendo del camino e impactando contra en un costado del mismo, momento en el que comenzó a incendiarse, quedando finalmente envuelto en llamas hasta la llegada de bomberos. Los ocupantes del móvil fueron rescatados por otras personas, reportando solo lesiones menores, siendo posteriormente atendidos por bomberos de Lago Ranco que acudieron a la emergencia. El video de los hechos aquí ",2021-01-21,accidente,1,0,1,0,0,0,0,0,0,0,0,0,NEG,0.8902887105941772,"['accidente', 'conductor', 'automóvil', 'vehículo']"
2462,49437432.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/actualidad/2023/01/conductor-en-estado-de-ebriedad-vehiculo-protagonizo-accidente-en-ruta-llifen-los-llolles,Conductor en estado de ebriedad: vehículo protagonizó accidente en ruta Llifén-Los Llolles - Diario Futrono,"Este domingo, pasadas las 19 horas, se reportó el volcamiento de un vehículo en la ruta que une las localidades de Llifén y Los Llolles, sector cordillerano de la comuna de Futrono. De acuerdo a informaciones aportadas por Carabineros, el accidente habría sido protagonizado por un conductor que iba en estado de ebriedad. Asimismo, autoridades informaron que no hubo lesionados de gravedad producto de este incidente.",2023-01-23,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.9759076237678528,"['accidente', 'conductor', 'vehículo', 'lesionados']"
1019,47375111.0,chile,rioenlinea,https://www.rioenlinea.cl/conductor-ebrio-protagonizo-accidente-en-paillaco-vehiculo-termino-debajo-de-camion-militar/,Conductor ebrio protagonizó accidente en Paillaco: Vehículo terminó debajo de camión militar,"Un conductor en estado de ebriedad protagonizó un aparatoso accidente vehicular, tras lo cual su automóvil terminó debajo de un camión militar, en la comuna de Paillaco. De acuerdo a lo informado por Carabineros, el accidente ocurrió a eso de las 18:35 horas de la tarde de este jueves, en calle Camilo Henríquez, esquina Manuel Bulnes, luego que un automóvil marca Chevrolet, modelo Corsa, chocara por la parte posterior a un camión militar, quedando la parte delantera del vehículo menor debajo de la máquina del Ejército. El conductor del automóvil, de iniciales M.A.C.V. de 25 años de edad, quedó detenido por su responsabilidad en el accidente, por conducción en estado de ebriedad, lesiones y daños, según informó la policía uniformada. En el accidente, sólo resultó con lesiones leves el conductor del vehículo menor, quien la mañana de este viernes pasará a control de detención.",2021-05-27,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEG,0.9187704920768738,"['accidente', 'conductor', 'automóvil', 'vehículo']"
1041,47738187.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2021/05/este-viernes-pasara-a-control-de-detencion-chofer-que-choco-a-camion-militar,Este viernes pasará a control de detención chofer que chocó a camión militar - Diario Paillaco,"Pasadas las 18:00 horas del jueves 27 de mayo, se produjo un accidente vehicular en el sector urbano de Paillaco, involucrando a 2 vehículos. El hecho ocurrió en la intersección de las calles Bulnes con Camilo Henríquez, cuando un automóvil chocó por detrás a un camión del ejército que se encontraba estacionado afuera de un jardín infantil. Al lugar concurrieron las unidades de emergencia, y personal del Samu atendió al conductor y único tripulante del automóvil, quien fue trasladado hasta un centro asistencial. Por su responsabilidad en el accidente, Carabineros de la Subcomisaria de Paillaco detuvo al conductor del vehículo menor por conducción en estado de ebriedad, lesiones y daños. Imputado pasará mañana al control de detención",2021-05-27,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9950668811798096,"['accidente', 'conductor', 'automóvil', 'vehículo']"
493,47740815.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2020/04/accidente-en-ruta-5-sur-choque-entre-tractor-y-vehiculo-menor,Accidente en Ruta 5 Sur: Choque entre tractor y vehículo menor - Diario Paillaco,"Dos personas resultaron lesionadas tras protagonizar una colisión por alcance en la Ruta 5 Sur, en las cercanía del cruce Reumén. El hecho se registró pasadas las 10.30 horas, e involucró a una camioneta y un tractor, los que resultaron con severos daños a raíz del fuerte impacto. El accidente se produjo en el sector de Cayumán, y según reportes de unidades de emergencia, los conductores de ambos vehículos resultaron con lesiones leves. ",2020-04-15,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.7403412461280823,"['accidente', 'colisión', 'conductor', 'vehículo']"
2224,47680823.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/09/ahora-accidente-vehicular-en-la-interseccion-de-errazuriz-y-rene-schneider-en-valdivia,AHORA: accidente vehicular en la intersección de Errázuriz y René Schneider en Valdivia - Diario de Valdivia,Un accidente de tránsito se registra a esta hora en la intersección de calle Errázuriz y avenida René Schneider en Valdivia. Preliminarmente se informó de dos vehículos menores involucrados. Unidades de emergencia se encuentran en el lugar. En desarrollo…,2022-09-02,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEU,0.7427432537078857,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2226,47680427.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/09/reportan-accidente-multiple-en-ruta-futrono-llifen,Reportan accidente múltiple en ruta Futrono-Llifén - Diario Laguino,"Aproximadamente a las 15:00 horas de este domingo 18 de septiembre, se notifica sobre un accidente de tránsito múltiple en la ruta que une Futrono con la localidad de Llifén, en el sector Caunahue. Primeros reportes indican que habría tres vehículos involucrados. Unidades de rescate concurren al lugar. En desarrollo.",2022-09-18,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.9056792855262756,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2227,47765233.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/actualidad/2022/09/reportan-accidente-multiple-en-ruta-futrono-llifen,Reportan accidente múltiple en ruta Futrono-Llifén - Diario Futrono,"Aproximadamente a las 15:00 horas de este domingo 18 de septiembre, se notifica sobre un accidente de tránsito múltiple en la ruta que une Futrono con la localidad de Llifén, en el sector Caunahue. Primeros reportes indican que habría tres vehículos involucrados. Unidades de rescate concurren al lugar. En desarrollo.",2022-09-18,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.6672908663749695,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
2228,47680401.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/09/accidente-en-puente-calle-calle-genera-importante-congestion,Accidente en puente Calle Calle genera importante congestión - Diario de Valdivia,"Informan de un accidente en el puente Calle Cale, de Valdivia, en dirección a la salida norte de la capital regional. Se trataría de la colisión de dos vehículos menores. Se desconoce si se registran lesionados. Por la condición climática y el horario, la emergencia estaría generando una importante congestión en el lugar. Ampliaremos. ",2022-09-15,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9960116147994996,"['accidente', 'colisión', 'vehículo', 'lesionados']"
2229,47681286.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/09/tractor-choco-con-automovil-particular-en-rio-bueno,Tractor chocó con automóvil particular en Río Bueno - Diario de Valdivia,"Un tractor impactó contra un vehículo particular, a la altura de Cruce Guzmán, en Río Bueno. A consecuencia del choque, se habría producido el volcamiento de al menos uno de los vehículos involucrados en el accidente. El hecho ocurrió alrededor de las 20:15 horas de este sábado. Se desconoce el número de lesionados. Unidades de emergencia se dirigen al lugar.",2022-09-03,accidente,0,0,0,1,0,0,0,0,0,0,0,1,NEG,0.7041158080101013,"['accidente', 'choque', 'vehículo', 'lesionados']"
1008,47721230.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2021/04/05/futrono-una-mujer-y-un-nino-mueren-en-tragico-accidente-en-la-localidad-de-llifen/,Futrono: una mujer y un niño mueren en trágico accidente en la localidad de Llifén,"La tragedia se produjo luego que el automóvil cayera a las aguas del lago Ranco. Los hechos ocurrieron a las 3:40 de la madrugada de este lunes en el sector cordillerano de Llifén en la comuna de Futrono, donde las víctimas fatales, que se encontraban al interior de un vehículo estacionado al borde del lago Ranco, cayeran a las aguas en circunstancias que están siendo investigadas, mientras que un tercer ocupante fue rescatado con vida. Al respecto, el fiscal Alejandro Ríos, detalló que carabineros de Llifén le informó aproximadamente a las 04:20 de la madrugada de un accidente vehicular. Constituido en el sitio del suceso, un hombre adulto indicó que había ido al lugar en su vehículo «junto a dos personas más, una mujer adulta y un menor de edad, y en circunstancias que él se bajó del móvil, aparentemente este se habría deslizado hacia las aguas, en tales circunstancias habría intentado el rescate, el que no pudo. Finalmente llegó personal de bomberos y de la Marina, quienes rescataron el vehículo y los cuerpos sin vida de ambas personas». Por instrucción del fiscal, se solicitó la presencia de la Brigada de Homicidios para llevar adelante la investigación, además de la concurrencia del Servicio Médico Legal.",2021-04-05,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.9766250848770142,"['accidente', 'automóvil', 'vehículo', 'fatal']"
1007,47697363.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2021/04/tractorista-fallecio-durante-faena-forestal-en-los-lagos,Tractorista falleció durante faena forestal en Los Lagos - Diario Laguino,"Un grave accidente con consecuencias fatales se produjo en el transcurso de la mañana de este miércoles en un predio forestal en el sector rural de Ciruelos, comuna de Los Lagos. De acuerdo a la versión de testigos en el lugar, un gancho de proporciones cayó desde un árbol en una faena forestal golpeando en la espalda de un trabajador de 58 años, el que producto de las graves consecuencias, perdió la vida minutos más tarde. La víctima fue identificada como Silverio Pablo Villanueva Haas, quien por causas que se investigan y según la versión de testigos, habría sido golpeado por un árbol cortado por los mismos trabajadores no percatándose la víctima de la tala como tampoco visualizando el peligro inminente. La persona fallecida trabajaba para la empresa forestal Schwenke la que se encuentra realizando faenas de tala y forestación en el lugar. [AHORA] Unidades de emergencia concurren a la esquina de las calles Bilbao y Lord Cochrane. ACTUALIZACIÓN 10.20 AM: Tránsito se mantiene suspendido de sur a norte y se sugiere desvío sector Rofuco hacia los Esteros para retomar a Ruta 5 en Paillaco. Automóvil chocó con camión tolva. 18:44.- Conductores advierten presencia de animales en la vía.",2021-04-28,accidente,0,1,0,0,0,0,1,0,0,0,0,0,NEU,0.677892804145813,"['accidente', 'conductor', 'automóvil', 'fatal']"
2230,47680870.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2022/09/tractor-choco-con-automovil-particular-en-rio-bueno,Tractor chocó con automóvil particular en Río Bueno - Diario Laguino,"Un tractor impactó contra un vehículo particular, a la altura de Cruce Guzmán, en Río Bueno. A consecuencia del choque, se habría producido el volcamiento de al menos uno de los vehículos involucrados en el accidente. El hecho ocurrió alrededor de las 20:15 horas de este sábado. Se desconoce el número de lesionados. Unidades de emergencia se dirigen al lugar.",2022-09-03,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.6539281606674194,"['accidente', 'choque', 'vehículo', 'lesionados']"
1003,47738949.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/actualidad/2021/04/paillaco-lamenta-fallecimiento-de-activa-vecina,Paillaco lamenta fallecimiento de activa vecina  - Diario Paillaco,"A través de un comunicado de prensa, la Municipalidad de Paillaco expresó sus condolencias por la lamentable partida de Angélica Morales Quezada, madre y vecina, quien falleció en un accidente de tránsito la mañana de este lunes 19 de abril. Según señalan desde el municipio, Angélica era miembro activo de la comunidad paillaquina, donde se desempeñaba como presidenta del Centro de Padres del Liceo Rodulfo Amando Philippi y dama cooperadora de la Primera Compañía de Bomberos Germania. Su deceso se produjo cuando transitaba como copiloto de un camión 3/4 en la ruta que une a Valdivia con Paillaco. En la misma ruta se produjeron a lo menos cinco accidentes de tránsito, en distintos puntos de la misma ruta, siendo el de Angélica el único con desenlace fatal.  ",2021-04-19,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.681328296661377,"['accidente', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
1002,47697583.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2021/04/paillaco-lamenta-fallecimiento-de-activa-vecina,Paillaco lamenta fallecimiento de activa vecina  - Diario Laguino,"A través de un comunicado de prensa, la Municipalidad de Paillaco expresó sus condolencias por la lamentable partida de Angélica Morales Quezada, madre y vecina, quien falleció en un accidente de tránsito la mañana de este lunes 19 de abril. Según señalan desde el municipio, Angélica era miembro activo de la comunidad paillaquina, donde se desempeñaba como presidenta del Centro de Padres del Liceo Rodulfo Amando Philippi y dama cooperadora de la Primera Compañía de Bomberos Germania. Su deceso se produjo cuando transitaba como copiloto de un camión 3/4 en la ruta que une a Valdivia con Paillaco. En la misma ruta se produjeron a lo menos cinco accidentes de tránsito, en distintos puntos de la misma ruta, siendo el de Angélica el único con desenlace fatal.  ",2021-04-19,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.8455114364624023,"['accidente', 'fatal', 'accidente de tránsito', 'accidente de tránsito']"
594,47706059.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2020/07/vehiculo-volcado-en-comuna-de-lago-ranco-deja-2-lesionados,Vehículo volcado en comuna de Lago Ranco deja 2 lesionados - Diario Laguino,"Este lunes se informó sobre un grave accidente de tránsito en el sector Tres Cruces de la comuna de Lago Ranco. Se  trata de un vehículo menor volcado con dos personas en su interior, las cuales habrían resultados con lesiones. El accidente, ocurrido en la ruta entre Lago Ranco y Río Bueno, habría sucedido en la misma curva donde fallecieron otras 2 personas hace cuestión de semanas. ",2020-07-20,accidente,1,0,0,1,0,0,0,0,0,0,0,0,NEG,0.8921471238136292,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
1000,47697781.0,chile,diariolaguino,https://www.diariolaguino.cl/noticia/actualidad/2021/04/2-lesionadas-al-volcar-un-vehiculo-en-paillaco,2 lesionadas al volcar un vehículo en Paillaco - Diario Laguino,"Un accidente vehicular dejó como saldo a 2 mujeres lesionadas, tras volcar el automóvil en el que viajaban, en el sector Puente de Fierro, comuna de Paillaco. La emergencia se activó a las 3:30 horas de la madrugada de este domingo 11 de abril, concurriendo al lugar bomberos de las Primera y Segunda Compañías, y carabineros de la Subcomisaría de Paillaco. Una de las ocupantes del vehículo fue derivada al Hospital Base de Valdivia, y la otra al Hospital de Paillaco. La conductora del automóvil pasará a control de detención durante la presente jornada, siendo uno de los cargos el infringir el Artículo 318 del Código Penal, ya que circulaba en horario de toque de queda sin las autorizaciones requeridos.",2021-04-11,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.9883143901824952,"['accidente', 'conductor', 'automóvil', 'vehículo']"
859,47739543.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2021/01/accidente-de-transito-en-ruta-valdivia-paillaco,Accidente de tránsito en ruta Valdivia-Paillaco - Diario Paillaco,"Hora18.- .- Reportan accidente de tránsito en la ruta T-206, que une a las ciudades de Valdivia con Paillaco. Vehículo volcado con personas en su interior. Unidades al lugar.",2021-01-28,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEG,0.8846333026885986,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
469,47725841.0,chile,noticiaslosrios,https://www.noticiaslosrios.cl/2020/03/22/__trashed-3/,Vehículo menor volcó en el cruce Rapaco,"El hecho se produjo alrededor de las 12:00 horas en el cruce de la ruta Rapaco con la carretera 5 Sur. Ningún lesionado y daños de consideración fue el resultado de un accidente de tránsito registrado el mediodía de este domingo en al cruce Rapaco de la comuna de La Unión. En el lugar, un vehículo marca Chevrolet volcó producto de un despiste, cayendo varios metros hacia un desnivel. Según lo informado, no se registraron personas lesionadas por lo que no fue necesaria la concurrencia de personal de emergencias.",2020-03-22,accidente,0,0,0,0,1,0,0,0,0,0,0,0,NEU,0.9974991679191588,"['accidente', 'vehículo', 'accidente de tránsito', 'accidente de tránsito']"
